theta,d,Z
0.5119940176455454,0.08458007972630247,-2855.88952
0.9715304687965063,0.04732546172752797,-1593.827046
0.6845364857824222,0.024355200813595684,-1333.473513
0.04957758379633104,0.07568167878034124,-939.69636
0.6961154977885419,-0.03908983004891991,252.5663921
0.42981690317112353,0.051909916145645274,939.69636
0.5083809881053577,-0.03633830949801298,1652.566392
0.41835274171435344,0.03911237385799812,2000.382551
0.07646079176800791,-0.04497389496432949,2118.47054
0.885134339583373,-0.07334405895339394,2455.013785
0.3818048232581872,0.03593264309618574,2518.423945
0.12527362801841413,-0.02583322204580306,2668.460291
0.16914161049384258,0.06401274983844149,2770.755591
0.6350250220512802,-0.010493317418711734,2800.0
0.9503575283910431,0.0986260385739646,2876.0
0.910551594279101,0.06106641689055706,2920.0
0.9141592505384226,-0.08703902368290908,2966.0
0.06875511376643195,0.0569495283669936,3000.0
0.607008679977668,0.006000835643022756,2876.470855
0.0320486482244835,-0.051378402323912845,2800.0
0.3022851180374012,-0.006451191124489372,2984.587371
0.1795711267776866,0.03866296898641772,2999.730712
0.5111186873380931,0.09696732582316603,2990.515084
0.021691722699469063,-0.004983795884849179,2990.405475
0.0525397473160607,-0.039488912563703085,2979.49114
0.5923282893303357,0.02099425902813426,2880.111282
0.3858909645039428,-0.02625087579010542,2874.28222
0.8751654040350314,0.026455434145542134,2827.993174
0.5667843548684012,-0.06736433330332621,3000.0
0.08517196506293312,0.03709101773640372,3000.0
0.730791744711096,0.008721787130164776,2970.342738
0.09759089679334187,-0.0072682424419093505,2909.13424
0.3357216598299051,0.07953519585015018,2789.817064
0.2997319344884588,-0.049870687039574514,2673.062244
0.6498502708082738,0.08856053988715587,2770.962765
0.7294165415926085,0.08498517670857714,2984.158033
0.5934228555514004,0.032988333263891056,2989.000867
0.8157244775124431,-0.003828324887322848,2984.910405
0.044987905392576244,-0.07933985755962865,2990.243098
0.8798228015398892,0.09406313229482008,2991.49298
0.05466085124568809,0.03539062595031223,2988.068941
0.040132951043323484,-0.06136123875483195,2988.587673
0.7491803744858639,-0.04254022929195076,3000.0
0.5951989744423203,0.07040484109832193,3000.0
0.8257593353304974,0.05703666095824142,2988.653315
0.4177409926899577,-0.017628305807064135,2972.95295
0.34235803557179334,0.07179566787891933,3000.0
0.30957140804869276,0.03957911132595496,2988.879802
0.568207665731688,-0.021266865380496852,2990.086531
0.27569474309134234,-0.07390381154854207,3000.0
